Project_Size,Num_Developers,Complexity,Completion_Time
21282.756976411212,3,2.8628004892752528,25551.780536298753
73263.27504309919,13,2.923347912356294,87922.27346259059
50204.66122039174,13,4.6738188997572045,60250.75333646853
30369.826979040983,4,3.348272896546269,36459.4078184536
59242.06948526541,14,1.1313866809737534,71097.94141759777
53981.1939114694,1,4.650997851516515,64795.54716418328
37995.66245682411,1,1.9929057710286076,45613.36272251043
51396.04169980038,8,3.310527816366189,61689.44497858832
42293.7280627648,2,1.6620532697118953,50767.91789294645
52270.34690502496,12,1.13551664098638,62725.23353172949
63242.61349042093,8,2.2458926845310296,75898.57779930177
81720.33632290704,7,4.121982830184351,98069.87468239154
25243.69002346302,10,2.1103486905176725,30296.870552819364
92660.66749312534,10,1.8803888563243882,111205.31939118136
10958.244009549962,2,1.8507231373649051,13158.272958332855
46964.29809928833,6,3.0606947296272504,56366.10794770077
61766.344129691526,6,4.902165262731025,74140.26931790519
55619.837354700656,3,2.835955952068052,66760.50855698092
37546.00960358812,11,3.2292214755601916,45067.93389424362
45837.55499285449,2,4.442528071562936,55018.75620890385
40139.98130682334,12,3.1402788757346345,48189.048555123845
38212.704861115766,1,1.7378514856754244,45862.71169518226
66992.04194042049,6,2.198383647065908,80401.91752419091
57140.309719300945,12,2.2397477050744437,68573.57775494446
36141.80809478692,5,2.5892724618303915,43376.70968731205
67991.99750866502,14,2.7071556213469976,81594.11385233734
56145.990417532186,14,4.199128088297078,67384.60285926379
66257.2423767792,11,2.397547996197332,79512.63485606622
62592.57683847225,9,2.8729273137655174,75125.76064255877
